"id","title","location","date","price","currency","beds","description","image_url"
715,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1899,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/cc/cc970248-61f8-4e42-9893-cba5f8177538?rule=kijijica-60-jpg"
716,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",2349,"$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
717,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09",1849,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
718,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",1599,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/49/491f8d2f-ec8d-4f96-8734-2ed435902357?rule=kijijica-96-jpg"
719,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09",1949,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/82/82c3c011-7566-4c5b-b6d6-4c293d36b4ac?rule=kijijica-96-jpg"
720,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09",1700,"$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1e/1ee064d2-dbe0-4582-b663-12a1aed934fc?rule=kijijica-96-jpg"
721,"2 Bedroom Suite | Newly Renovated| FMR FREE Call Today!","City of Toronto","2022-08-31",2269,"$","2","Beautiful, and newly renovated Bachelor, one and two bedroom suites available now! Do not miss out on calling 50 Driftwood your home, Ruby Heights, located in the North York district of Toronto, has ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
722,"PROMO! 1 Bedroom Apartment - | SAVE $3,200 - 7,000 Call now","City of Toronto","2022-09-09",1979,"$","1","Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ... FLASH SALE | Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-statics/images/22/22736442-da32-4aa3-8e55-3701bfba3ffe?rule=kijijica-60-jpg"
723,"Renovated One bdrm suite at Queen St / roncensvalles","City of Toronto","2022-08-22",1999,"$","1","Completely renovated one bdrm suite in boutique apartment bldg . Walking score of 91, TTC at the corner , Walking distance to international mix of restaurants and bistros, vintage stores, indie ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
724,"Yonge / Finch Condo for rent (at Finch Subway)","City of Toronto","2022-08-12",2900,"$","2+Den","2 bedrooms + 2 full bathrooms + Solarium is available for rent on September 1. 1045 Sq ft. 9th Floor. North exposure. Direct underground access to Finch Subway Station. New paint, Floor, Fridge, ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
725,"Two Bedroom Plus Den Penthouse  | Minto Yorkville Penthouse for","City of Toronto","2022-09-09",10989,"$","2+Den","Utilities Included Heat Water Oversized, premium, and pet friendly suites designed with an open concept layout, floor-to-ceiling windows, private balconies, in-suite laundry and storage space, air ... Premium Two Bedroom Plus Den Penthouse Suite","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
726,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09",1320,"$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
727,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09",1700,"$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/8b/8b4d5431-9999-4f06-8031-b361d84f8fb6?rule=kijijica-60-jpg"
728,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09",2400,"$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
729,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09",950,"$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
730,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09",1200,"$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
731,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09",2400,"$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
732,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09",2800,"$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
733,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
734,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
735,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09",1200,"$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
736,"One full size room for rent","City of Toronto","2022-09-09",1000,"$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
737,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09",1500,"$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/ff/ffef30b9-2404-4868-b936-56bb04eb3ac5?rule=kijijica-60-jpg"
738,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09",2600,"$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
739,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09",2600,"$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
740,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09",2350,"$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/eb/eb209d77-c8d5-40af-b82d-9606f3d6d146?rule=kijijica-96-jpg"
741,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09",2729,"$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/22/22678c24-032a-47ad-b416-62af0772b48e?rule=kijijica-96-jpg"
742,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09",2179,"$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d3/d3fe1a2a-c886-4f2b-bfa5-3dcb3eb8fc72?rule=kijijica-96-jpg"
743,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09",0,"N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/80/80dfff6c-6b55-46a6-9eee-e57cca38ca76?rule=kijijica-96-jpg"
744,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09",2300,"$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2e/2e5068e5-ad6d-4de6-9a3c-24f9f63b8f2a?rule=kijijica-96-jpg"
745,"House for lease in Innisfil","City of Toronto","2022-09-09",0,"N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e2/e2694c1d-40d1-4ffe-a1b2-d455fda4d248?rule=kijijica-96-jpg"
746,"3 bed Basement for rent","City of Toronto","2022-09-09",1450,"$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/79/799a58fd-bd41-47f8-8b37-2930e3ba890e?rule=kijijica-96-jpg"
747,"Apartment for Rent Above Ground with Large Patio, All Year BBQ","City of Toronto","2022-09-09",2750,"$","1","Apartment for Rent Luxury in the 401/Kingston Rd area in Scarborough. Very close to all TTC, GO Train, shopping. 10 minutes away from University Of Toronto, Centennial College Campuses. Very quiet ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/21/217111bc-bf24-4aaf-bfb2-eaa35f8c116b?rule=kijijica-96-jpg"
748,"Downtown new 1 bedroom condo","City of Toronto","2022-09-09",2600,"$","1","This one-year-old condo is located in the heart of the city. With its high-end condos, abundant green space, parks, and historic sites, Fort York is a safe downtown neighborhood. Gorgeous ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8a/8a78e403-c187-44de-9b72-2b264255db9b?rule=kijijica-96-jpg"
749,"85-95 Gamble Ave. - 2Br. ""Newly Renovated Suites""","City of Toronto","2022-09-09",2200,"$","2","Apartment for Rent in Toronto managed by Q Residential Ask about our Parking Promotion!!! Key Property Details Beautiful & Well Maintained Building Spacious living room & Plenty of closet space ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2c/2ca7c316-de9e-40ba-b3e5-b3eeeffde839?rule=kijijica-96-jpg"
750,"1 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",1932,"$","1","Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ... Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/60/60b9d888-2b26-4ab7-aa5f-33f80619ee3e?rule=kijijica-96-jpg"
751,"2 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",2170,"$","2","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9e/9e807c86-f34f-4e46-9fc4-9ee71e4eff08?rule=kijijica-96-jpg"
752,"2 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",2332,"$","2","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f2/f20792a8-4289-44e3-a463-cdd5b331f367?rule=kijijica-96-jpg"
753,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1874,"$","1","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1e/1e9924fc-6a09-48ee-b229-189712377338?rule=kijijica-96-jpg"
754,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1842,"$","1","*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/11/11e72fcb-f7e6-4517-ba94-0cc47ba90f81?rule=kijijica-96-jpg"
755,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",1850,"$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/74/74eb9195-94e8-4c7d-8e0b-b2492247fd6b?rule=kijijica-96-jpg"
756,"2 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",2399,"$","2","Join Us for Our In-person Open House Every Wednesday & Friday, from 4pm to 6pm. Call Now to Reserve Your Spot! Experience the charm of this historic three-story Toronto apartment building with a ... 1 Month FREE on 13 Month Lease","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
757,"Basement Markham","City of Toronto","2022-09-09",1650,"$","2","Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
758,"2 Bedroom Condo for rent (DOWNTOWN TORONTO)","City of Toronto","2022-09-09",3500,"$","2","Beautiful Luxury Condo In The Heart Of The Downtown Core! 2 Bedrooms With 2 Full Washrooms! Welcome To Infinity T'S Astro Unit! This Is One Of The Largest 2+Den Units In The Entire Building Boasting ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
759,"Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1549,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
760,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1899,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
761,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",2349,"$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
762,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09",1849,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
763,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",1599,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
764,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09",1949,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
765,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09",1700,"$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
766,"Bright, 1 bedroom apartment in Mimico with BALCONY, walk to GO","City of Toronto","2022-09-09",1790,"$","1","Located in beautiful Mimico village (Etobicoke - Royal York/Mimico Ave area) five minutes walk to GO, close to the Lake, shopping, restaurants, public transport, parks and other amenities Bright, ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
767,"NOW PRELEASING: 1 Bedrooms - The Residences At The Well","City of Toronto","2022-09-07",2355,"$","1","Rent today and receive a one year membership to CLIO Social Club* Renting One, One+Den, Two, Two+Den and Three Bedroom Suites - Move in Starting February, 2023 Sophistication in Rental Living. ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
768,"Basement for rent in Ajax","City of Toronto","2022-09-02",1600,"$","2","Basement for rent in Ajax $1600 + All Utilities Included Separate Entrance with One Parking space. 2 Bedroom, 1 Bathrrom, Kitchen Separate Laundry No smoking, No pets Preferred for single or couples ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
769,"1570 Lawrence Avenue West  - 2 Bedroom Apartment for Rent","City of Toronto","2022-09-07",2399,"$","2","Luxury rentals coming up at 1570 Lawrence Avenue West, located in the North York region of Toronto. Enquire now for 1, 2 & 3 bedroom suites available from Summer, 2022 This property is located in the ... Luxury 1, 2 & 3 Bedroom Rental Suites coming up at 1570 Lawrence Avenue West. Join our Waitlist Today!","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
770,"3 Bedroom - Pharmacy Place - Near Danforth & Victoria Park","City of Toronto","2022-09-09",2500,"$","3","Located only 10 minutes north of Lake Ontario and Ashbridges Bay Park. Only 20 minutes east of downtown Toronto on a major city bus route at the intersection of Pharmacy Ave. and Dolphin Drive. Three ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
771,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09",1320,"$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
772,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09",1700,"$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
773,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09",2400,"$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
774,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09",950,"$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
775,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09",1200,"$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
776,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09",2400,"$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/49/49838182-e4e4-448a-9447-ae0f8fca93c1?rule=kijijica-60-jpg"
777,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09",2800,"$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
778,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
779,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
780,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09",1200,"$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/76/762bb5e3-0505-4667-891f-488407937ef1?rule=kijijica-60-jpg"
781,"One full size room for rent","City of Toronto","2022-09-09",1000,"$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
782,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09",1500,"$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
783,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09",2600,"$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
784,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09",2600,"$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
785,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09",2350,"$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
786,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09",2729,"$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
787,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09",2179,"$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
788,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09",0,"N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
789,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09",2300,"$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
